wst_oper,unit,geo\time,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
DSP_L_OTH,THS_T,UKD1,: ,: ,125.43,152.15,167.46,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKD3,: ,: ,617.91,729.05,773.93,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKD4,: ,: ,381.27,413.65,468.73,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKE1,: ,: ,200.9,235.05,265.06,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKE2,: ,: ,245.15,255.71,265.63,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKE3,: ,: ,187.33,217.39,203.2,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKE4,: ,: ,467.17,544.1,593.74,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKF1,: ,: ,412.57,461.52,514.88,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKF2,: ,: ,314.18,395.87,432.99,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKF3,: ,: ,162.11,165.65,168.39,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKG1,: ,: ,285.86,284.06,315.84,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKG2,: ,: ,228.95,251.96,269.34,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKG3,: ,: ,146.47,201.82,217.54,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKH1,: ,: ,517.16,538.99,579.93,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKH2,: ,: ,343.55,389.18,421.31,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKH3,: ,: ,404.96,425.25,456.48,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKI1,: ,: ,352.42,743.5,872.55,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKI2,: ,: ,763.55,952.24,1009.29,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKJ1,: ,: ,416.26,480.25,585.47,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKJ2,: ,: ,327.06,499.1,582.65,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKJ3,: ,: ,107.16,122.54,132.61,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKJ4,: ,: ,191.04,279.44,303.59,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKK1,: ,: ,457.47,565.22,633.55,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKK2,: ,: ,249.43,291.42,340.37,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKK3,: ,: ,182.6,188.97,187.53,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKK4,: ,: ,286.27,303.21,321.04,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKL1,: ,: ,434.23,501.84,578.32,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKL2,: ,: ,276.14,324.58,353.1,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKM2,: ,: ,604.02,634.2,664.46,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKM3,: ,: ,781.42,837.37,884.97,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKM5,: ,: ,175.31,184.87,189.06,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKM6,: ,: ,183.36,193.04,196.64,: ,: ,: ,: ,: ,: ,: ,: ,: 
DSP_L_OTH,THS_T,UKN0,: ,: ,551.47,618.53,663.7,: ,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,AT,4905.17,4883.3,4806.9,4700.82,4921.01,4996.9,4951.11,4932.5,4731.7,5017.01,: ,: ,: ,: 
GEN,THS_T,AT11,154.64,152.68,148.44,114.64,115.07,118.73,137.93,111.63,111.31,119.6,: ,: ,: ,: 
GEN,THS_T,AT12,1021.14,1000.88,983.25,1021.58,1059.7,1070.3,1024.86,1014.17,889.75,939.8,: ,: ,: ,: 
GEN,THS_T,AT13,1064.92,1057.85,1065.12,1065.34,1137.08,1142.28,1179.91,1203.79,1215.78,1316.8,: ,: ,: ,: 
GEN,THS_T,AT21,282.2,300.02,295.99,242.64,262.34,273.1,259.02,262.19,253.13,287.05,: ,: ,: ,: 
GEN,THS_T,AT22,627.81,622.51,625.78,583.21,622.1,638.22,620.24,612.29,588.47,621.94,: ,: ,: ,: 
GEN,THS_T,AT31,846.87,847.23,838.11,774.12,801.11,818.2,794.02,788.1,766.54,797.89,: ,: ,: ,: 
GEN,THS_T,AT32,313.16,310.95,308.52,311.7,317.29,328.94,332.26,336.67,330.28,339.73,: ,: ,: ,: 
GEN,THS_T,AT33,435.57,434.85,386.17,434.74,466.06,461.13,461.4,464,446.15,457.13,: ,: ,: ,: 
GEN,THS_T,AT34,158.86,156.33,155.52,152.85,140.26,146,141.47,139.66,130.29,137.07,: ,: ,: ,: 
GEN,THS_T,BE,4860.31,4961.95,4981.4391,4998.901,4907.81,5022.88,5184.94,5018.9706,4985.82,4931.41,4690.12,4865.11,4683.22,4772.19
GEN,THS_T,BE10,448.04,456.07,453.879,432.531,458.28,529.5,531.97,536.0806,553.4,459.1,450.29,465.16,462.49,466.29
GEN,THS_T,BE21,789.86,813.09,819.5501,841.67,775.72,803.08,823.84,791.99,797.81,808.01,771.49,810.38,778.63,813.4
GEN,THS_T,BE22,411.71,412.25,426.27,430.1,447.04,435.86,434.57,392.78,379.92,391.4,360.46,370.77,361.69,375.66
GEN,THS_T,BE23,667.57,686.79,677.36,715.21,670.1,679.07,688.13,665.41,664.92,671.49,637.62,660.92,637.39,649.85
GEN,THS_T,BE24,438.19,439.79,446.22,458.53,436.25,442.31,449.58,422.08,414.02,423.63,408.58,422.9,418.62,414.59
GEN,THS_T,BE25,570.07,584.53,590.03,623.64,588.33,608.57,622.23,602.17,605.4,604.93,563,587.48,546.79,562.63
GEN,THS_T,BE31,164.01,164.87,162.94,156.62,155.02,158.4,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,BE32,574.92,580.53,575.66,548.07,572.47,565.4,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,BE33,443.29,449.27,452.16,429.82,444.43,434.92,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,BE34,157.52,173.46,172.33,167.71,166.91,156.94,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,BE35,195.13,201.3,205.04,195,193.26,208.83,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,BG,3135,2523,2752,3091,3561,3615.26,3314.39,3548.15,3679.57,3826.12,3915.92,3944.62,4002.87,4223.55
GEN,THS_T,BG31,263,283,328,328,392,454.52,435.28,415.01,434.84,469.33,: ,: ,: ,: 
GEN,THS_T,BG32,371,307,344,359,405,441.6,444.6,538.69,638.03,634.88,: ,: ,: ,: 
GEN,THS_T,BG33,460,296,328,387,459,516.24,489.67,503.35,479.83,512.89,: ,: ,: ,: 
GEN,THS_T,BG34,502,404,417,436,471,517.51,537.18,531.84,513.09,563.54,: ,: ,: ,: 
GEN,THS_T,BG41,922,713,790,863,1115,951.27,506.7,851.82,915.4,982.74,: ,: ,: ,: 
GEN,THS_T,BG42,617,520,545,718,719,734.12,900.96,707.44,698.38,662.74,: ,: ,: ,: 
GEN,THS_T,CH,: ,: ,5478,5565,5461,5653,5465,5330,4940,4900,4916,4936,4794,4731
GEN,THS_T,CY,538,579,581,577,589,573,540,521,508,498.07,481.36,464.61,456.1,436.11
GEN,THS_T,CY00,538,579,581,577,589,573,540,521,508,498.07,481.36,464.61,456.1,436.11
GEN,THS_T,CZ,3228.23,3232.64,3357.89,3334.24,3309.67,3175.94,3024.77,3038.71,2953.67,2841.41,2857,2845,2798,3434
GEN,THS_T,CZ01,377.77,377.98,379.56,372.15,375.07,366.28,344.13,330.28,319.28,307.97,: ,: ,: ,: 
GEN,THS_T,CZ02,482.25,482.59,657.45,523.2,451.1,433.84,414.11,397.5,401.26,353.3,: ,: ,: ,: 
GEN,THS_T,CZ03,332.53,336.65,334.33,354.82,357.64,335.19,351.6,350.55,333.06,332.65,: ,: ,: ,: 
GEN,THS_T,CZ04,356.79,349.81,359.03,348.89,375.35,380.62,345.78,354.72,348.48,347.83,: ,: ,: ,: 
GEN,THS_T,CZ05,422.19,424.79,419.86,448.61,426.16,440.49,421.31,419.35,409.25,388.27,: ,: ,: ,: 
GEN,THS_T,CZ06,498.34,490.21,483.57,496.26,516.44,472.28,453.78,475.85,433.17,444.47,: ,: ,: ,: 
GEN,THS_T,CZ07,370.63,379.83,363.32,373.05,402.03,369.75,354.21,350.93,335.85,338.05,: ,: ,: ,: 
GEN,THS_T,CZ08,387.72,390.78,360.77,417.26,405.88,377.49,339.85,359.53,373.32,328.87,: ,: ,: ,: 
GEN,THS_T,DE,36624,36721.8,37197.3,36781.6,37219.5,36723.6,37357.6,37337.1,36946.8,37277.4,: ,: ,: ,: 
GEN,THS_T,DE11,1735.6,1735.5,1777.9,1706.4,1736.3,1698.8,1706.8,1693.6,1696.5,1668.6,: ,: ,: ,: 
GEN,THS_T,DE12,1268.9,1256.5,1240.6,1238.3,1251.9,1227.9,1232,1241.9,1213.7,1187.8,: ,: ,: ,: 
GEN,THS_T,DE13,988.7,1004.4,992.2,969.6,981.8,969.2,962.4,949.9,921.4,947.9,: ,: ,: ,: 
GEN,THS_T,DE14,707.3,706.8,703.5,697.6,710.8,688,700,691.1,687.6,676.6,: ,: ,: ,: 
GEN,THS_T,DE21,1972.8,1981.9,1978,1964,1978,1969,1944,1954,1871,1931,: ,: ,: ,: 
GEN,THS_T,DE22,553.4,556.5,561,550.1,564,548,540,533,529,497,: ,: ,: ,: 
GEN,THS_T,DE23,486.5,481.8,489,474,478,472,458,457,456,437,: ,: ,: ,: 
GEN,THS_T,DE24,564,548.9,550,546,552,540,549,540,553,541,: ,: ,: ,: 
GEN,THS_T,DE25,819.9,815.3,826,815,822,808,806,795,787,774,: ,: ,: ,: 
GEN,THS_T,DE26,669.3,658.2,665,660,659,653,650,650,635,644,: ,: ,: ,: 
GEN,THS_T,DE27,875.1,851.3,842,836,810,785,796,803,788,802,: ,: ,: ,: 
GEN,THS_T,DE30,1389.6,1393,1426.1,1409.5,1441.5,1421,1472,1479.5,1501,1465.9,: ,: ,: ,: 
GEN,THS_T,DE40,963.2,963.6,993.6,981.8,975.8,933.5,1001.1,985,991.8,982.2,: ,: ,: ,: 
GEN,THS_T,DE50,287,287.2,298,295.5,302.9,303.8,309.7,309.5,310.5,319.2,: ,: ,: ,: 
GEN,THS_T,DE60,790,786.8,802.9,787.4,803,818.4,835.7,818.1,831.7,849.1,: ,: ,: ,: 
GEN,THS_T,DE71,1734.4,1751.3,1784.4,1795.6,1821.9,1755.8,1766.3,1799.4,1717.4,1741.4,: ,: ,: ,: 
GEN,THS_T,DE72,474.3,485.7,494.4,485.7,510.6,474.6,484.8,485.9,486.8,496.7,: ,: ,: ,: 
GEN,THS_T,DE73,580.2,568.7,574.6,587.3,579.7,581,591.1,591.4,579.4,581.7,: ,: ,: ,: 
GEN,THS_T,DE80,682.1,676.4,697.9,683.4,690.4,691,720.4,715.1,718,731.8,: ,: ,: ,: 
GEN,THS_T,DE91,756.7,768.3,778.3,761,768.2,773,793,785,762,799,: ,: ,: ,: 
GEN,THS_T,DE92,1136.7,1164,1176.1,1155.3,1185.2,1193,1217,1201,1205,1128,: ,: ,: ,: 
GEN,THS_T,DE93,805.6,808.7,810.5,787,794.1,804,803,785,770,788,: ,: ,: ,: 
GEN,THS_T,DE94,1208.2,1209,1233.1,1191.9,1205.2,1211,1220,1206,1182,1219,: ,: ,: ,: 
GEN,THS_T,DEA1,2419.2,2453.4,2470.9,2437.6,2489.9,2498.5,2592.7,2556.7,2567.1,2599.6,: ,: ,: ,: 
GEN,THS_T,DEA2,2056.9,2072.5,2094.8,2139.3,2170.7,2141,2105.8,2099.6,2010.4,2107.3,: ,: ,: ,: 
GEN,THS_T,DEA3,1258.4,1286.9,1307.5,1282.2,1275.9,1278.7,1303,1295.6,1276.4,1270.5,: ,: ,: ,: 
GEN,THS_T,DEA4,810.3,828.2,843,812.2,781.9,754.3,829.8,842.3,782.4,827.2,: ,: ,: ,: 
GEN,THS_T,DEA5,1583.4,1616.8,1606.5,1597.2,1650.8,1624.7,1702.1,1684.1,1704.6,1671.1,: ,: ,: ,: 
GEN,THS_T,DEB1,756.1,751.7,751.8,741.5,750.8,735.2,740.6,758.5,749,741.3,: ,: ,: ,: 
GEN,THS_T,DEB2,261.3,259.1,267.1,262.2,260.4,250.5,240.8,228,230.9,226,: ,: ,: ,: 
GEN,THS_T,DEB3,1024.7,1033.4,1052,1057.1,1060.8,1032.7,1046.6,1044.4,1024.9,1034,: ,: ,: ,: 
GEN,THS_T,DEC0,487.6,458.6,464,498.4,506.5,512.9,524.9,526.1,537.1,556,: ,: ,: ,: 
GEN,THS_T,DED2,515.2,516.4,531.3,539.6,551.5,540.1,578.4,590.7,589.4,605.8,: ,: ,: ,: 
GEN,THS_T,DED4,455.3,453.4,492.4,477.9,494.3,479.2,487.2,513.1,516.4,522.4,: ,: ,: ,: 
GEN,THS_T,DED5,329.6,327.2,337.5,325.6,322.8,332.7,341.5,340.2,358.1,362.5,: ,: ,: ,: 
GEN,THS_T,DEE0,1009.6,1002.6,1032.9,1034.3,1046.6,1030.8,1054,1075.1,1109.4,1167.8,: ,: ,: ,: 
GEN,THS_T,DEF0,1325.3,1346.9,1365.4,1325.2,1343.2,1329.6,1356.5,1364.1,1336.1,1384.7,: ,: ,: ,: 
GEN,THS_T,DEG0,881.6,854.9,885.1,872.9,891.1,863.7,895.4,949.2,960.8,992.3,: ,: ,: ,: 
GEN,THS_T,EE,386,371,399,406,452,524,602,536,587,606,567,553,509,633
GEN,THS_T,EE00,386,371,399,406,452,524,602,536,587,606,567,553,509,633
GEN,THS_T,ES,: ,21840,22633,23737,: ,25316.94,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES11,: ,1097.757,1168.092,1204.607,: ,1308.34,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES12,: ,513.807,566.346,597.304,: ,564.3,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES13,: ,298.446,320.128,321.478,: ,376.51,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES21,: ,1050.822,996.659,1031.384,: ,1335.93,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES22,: ,281.935,303.339,303.779,: ,409.51,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES23,: ,124.536,129.798,134.522,: ,184.15,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES24,: ,546.717,579.944,577.37,: ,700.56,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES30,: ,2402.084,2534.355,2676.339,: ,3668.81,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES41,: ,1062.153,1130.465,1065.539,: ,1254.65,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES42,: ,915.445,1110.436,1097.533,: ,1105.93,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES43,: ,485.822,494.478,565.828,: ,527.54,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES51,: ,3544.115,3863.541,3926.721,: ,4001.98,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES52,: ,2125.946,2174.658,2251.908,: ,2767.75,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES53,: ,781.69,846.647,796.961,: ,701.95,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES61,: ,4688.734,4418.662,4892.276,: ,4318.47,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES62,: ,640.313,642.173,898.308,: ,787.04,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,ES70,: ,1280.002,1352.864,1394.656,: ,1231.28,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,FR,: ,: ,36483.9,48729.58,: ,47111.393,: ,47547.251,: ,46783.55,: ,44794.389,: ,44788.2
GEN,THS_T,FR10,: ,: ,5534.8,8687.8,: ,9165.455,: ,8708.782,: ,8725,: ,8506.119,: ,8731.1
GEN,THS_T,FR21,: ,: ,715.1,884.81,: ,903.949,: ,925.503,: ,811.31,: ,981.256,: ,1146
GEN,THS_T,FR22,: ,: ,1169.2,2044.5,: ,1794.506,: ,1770.993,: ,1508.95,: ,1749.228,: ,1562.9
GEN,THS_T,FR23,: ,: ,1124.1,1334.4,: ,1395.505,: ,1441.799,: ,1293.57,: ,1249.987,: ,1170.3
GEN,THS_T,FR24,: ,: ,1381.8,1924.69,: ,2107.974,: ,2038.724,: ,2075.95,: ,1968.116,: ,2000.9
GEN,THS_T,FR25,: ,: ,942.4,1230.34,: ,1224.912,: ,1173.406,: ,1054.81,: ,939.536,: ,987.5
GEN,THS_T,FR26,: ,: ,897.7,1131.6,: ,1216.333,: ,1189.825,: ,1409.87,: ,1375.999,: ,1420
GEN,THS_T,FR30,: ,: ,2466.3,3833.12,: ,3494.993,: ,3437.391,: ,3544.74,: ,3549.318,: ,3178.9
GEN,THS_T,FR41,: ,: ,1241,1837.57,: ,1941.652,: ,1963.916,: ,1949.94,: ,1815.075,: ,1872.8
GEN,THS_T,FR42,: ,: ,1024.3,1406.2,: ,1673.654,: ,1712.04,: ,1719.86,: ,1888.682,: ,1859.9
GEN,THS_T,FR43,: ,: ,616,571.37,: ,703.81,: ,680.094,: ,752.97,: ,770.194,: ,640.2
GEN,THS_T,FR51,: ,: ,1958.8,2475.63,: ,2658.796,: ,3103.769,: ,2963.52,: ,2751.431,: ,2987.6
GEN,THS_T,FR52,: ,: ,1888.9,1688.09,: ,1584.118,: ,1338.7,: ,1601.71,: ,1678.138,: ,1455.7
GEN,THS_T,FR53,: ,: ,1048.5,1293.93,: ,1189.045,: ,1335.065,: ,1158.57,: ,1210.694,: ,1235.9
GEN,THS_T,FR61,: ,: ,2014,1954.76,: ,1893.737,: ,2008.993,: ,2224.27,: ,1967.196,: ,1804.8
GEN,THS_T,FR62,: ,: ,1464,1999.74,: ,2032.024,: ,1849.824,: ,1599.73,: ,1543.607,: ,1521.5
GEN,THS_T,FR63,: ,: ,367.3,461.16,: ,403.083,: ,479.398,: ,466.32,: ,459.771,: ,519.1
GEN,THS_T,FR71,: ,: ,3423,5378.28,: ,4625.991,: ,4987.142,: ,4823.56,: ,4416.658,: ,4314.3
GEN,THS_T,FR72,: ,: ,718.3,849.4,: ,870.507,: ,957.563,: ,912.97,: ,910.351,: ,855.3
GEN,THS_T,FR81,: ,: ,1724.2,1570.7,: ,1302.524,: ,1427.616,: ,1567.28,: ,1684.13,: ,1869.7
GEN,THS_T,FR82,: ,: ,3455.2,4746.89,: ,3731.323,: ,3831.601,: ,3468.04,: ,3200.453,: ,3530.6
GEN,THS_T,FR83,: ,: ,207.3,140.51,: ,205.357,: ,185.815,: ,192.02,: ,178.45,: ,123.2
GEN,THS_T,FR91,: ,: ,264.4,359.9,: ,126.117,: ,36.581,: ,88.78,: ,: ,: ,: 
GEN,THS_T,FR92,: ,: ,197.5,198.55,: ,265.31,: ,325.001,: ,340.29,: ,: ,: ,: 
GEN,THS_T,FR93,: ,: ,111.4,100.93,: ,59.643,: ,66.239,: ,68.71,: ,: ,: ,: 
GEN,THS_T,FR94,: ,: ,528.4,624.71,: ,541.075,: ,571.471,: ,460.81,: ,: ,: ,: 
GEN,THS_T,HR,1721,1670,1645,: ,: ,1856,: ,2457,: ,: ,: ,: ,: ,: 
GEN,THS_T,HR03,770.31,747,679.6,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,HR04,950.44,923,965.7,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,HU,3737.8,3987.49,3808.88,4033.11,4311.86,4552.09,4593.52,4711,4646,4591.61,4700,4645.97,4603.03,: 
GEN,THS_T,HU10,1159.62,1091.42,929.95,943.42,863.26,1516.33,1655.84,1403.88,1384.51,1524.06,1392.19,1365.83,1368.86,: 
GEN,THS_T,HU21,492.99,433.74,457.09,465.96,564.01,539.8,576.78,650.12,641.15,586.84,628.42,601.85,624.23,: 
GEN,THS_T,HU22,306.82,531.42,574.21,500.24,605.74,481.67,481.86,461.68,455.31,381.04,484.72,475.22,489.03,: 
GEN,THS_T,HU23,291.15,452.77,392.74,431.99,556.69,450.11,421.61,391.01,385.62,377.01,444.07,465.37,420.96,: 
GEN,THS_T,HU31,398.99,433.92,434.66,478.57,534.89,503.92,453.1,565.32,557.52,552.39,552.91,568.61,557.6,: 
GEN,THS_T,HU32,750.89,487.8,554.55,575.52,551.97,501.64,530.91,654.83,645.79,559.57,610.41,599.46,553.1,: 
GEN,THS_T,HU33,337.34,556.42,465.68,637.41,635.3,558.62,473.42,584.16,576.1,610.7,587.28,569.63,589.25,: 
GEN,THS_T,IE,: ,: ,: ,2846.11,2952.98,3224.28,3397.68,3384.61,3040.71,3000.64,2917.9,2720.3,2704,2278.7
GEN,THS_T,IE01,: ,: ,: ,768.2,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,IE02,: ,: ,: ,2077.91,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,IT,29594.68,29993.53,31386.22,32439.51,32109.93,32467.23,32541.77,32510.55,31663.57,31149.6,30033.7,29863.75,29408.89,28958.52
GEN,THS_T,ITC1,2003.58,2027.36,2159.92,2251.37,2245.19,2253.55,2269.88,2277.69,2228.73,2229.53,2131.64,2133.16,2081.94,2043.23
GEN,THS_T,ITC2,72.59,76.6,78.42,79.91,79.37,77.2,75.76,74.8,73.65,72.63,77.71,70.67,69.43,70.97
GEN,THS_T,ITC3,889.89,918.74,961.69,991.45,978.3,988.13,981.31,978.42,967.64,953.16,936.72,954.3,928.3,924.07
GEN,THS_T,ITC4,4594.69,4626.77,4824.17,4957.53,4925.13,5021.8,4932.26,4943.51,4762.1,4791.13,4630.97,4579.83,4538.4,4447.89
GEN,THS_T,ITF1,600.02,626.64,661.82,681.02,688.71,699.27,697.12,699.8,694.09,678.02,631.69,611.55,598.72,580.93
GEN,THS_T,ITF2,124.08,126.51,132.75,132.26,136.37,134.71,129.57,129.5,133.37,122.98,119.81,117.1,116.43,133.48
GEN,THS_T,ITF3,2545.45,2554.38,2639.59,2779.74,2719.17,2723.33,2852.74,2865.17,2806.11,2785,2681.88,2660,2762.88,2598.56
GEN,THS_T,ITF4,1928.08,1972.43,2095.4,2154.4,2150.34,2135.21,2148.33,2105.45,1977.73,1990.45,1917.94,1806.59,1753.49,1778.02
GEN,THS_T,ITF5,207.48,219.15,220.24,221.37,224.96,228.22,244.66,236.93,228.5,237.26,239.41,228.68,217.5,215.4
GEN,THS_T,ITF6,832.91,852.44,898.2,935.61,944.44,922.26,943.21,939.21,935.62,944.41,889.08,859.19,811.32,768.01
GEN,THS_T,ITG1,2391.12,2426.02,2579.75,2611.28,2601.8,2650.41,2695.2,2717.97,2607.79,2544.32,2540.42,2520.78,2423.38,2603.58
GEN,THS_T,ITG2,741.97,754.9,794.95,825.13,837.36,846.66,864.07,860.97,875.21,878.18,851.7,833.19,822.65,791.23
GEN,THS_T,ITH1,240.54,243.45,255.12,239.02,236.39,233.68,220.11,221.06,207.6,201.24,193.34,197.81,226.81,246.41
GEN,THS_T,ITH2,254.89,261.87,266.38,270.19,278.74,272.07,269.92,271.19,270.28,276.35,267.72,281.08,287.84,282.25
GEN,THS_T,ITH3,2212.65,2213.65,2305.4,2408.6,2371.59,2415.08,2372.07,2379.47,2273.08,2185.2,2136.22,2177.34,2163.3,2132.71
GEN,THS_T,ITH4,546.12,550.75,575.47,607.81,591.69,611.92,618.59,598.63,603.09,590.3,588.62,603.43,589.64,594.74
GEN,THS_T,ITH5,2780.3,2800.6,2918.96,2999.96,2914.82,2951.48,2876.78,2858.94,2788.64,2728.64,2612.97,2634.69,2516.01,2533.39
GEN,THS_T,ITI1,2234.08,2252.7,2372.8,2513.31,2474.3,2545.01,2552.56,2562.37,2523.26,2492.16,2391.78,2353.71,2283.6,2206.46
GEN,THS_T,ITI2,469.77,488.09,507.01,540.96,531.74,548.22,565.03,565.12,556.53,477.13,471.98,467.97,453.56,427.98
GEN,THS_T,ITI3,764.14,801.05,822.24,838.79,846.95,865.47,875.19,868.45,875.57,824.16,793.01,794.39,782.5,757.15
GEN,THS_T,ITI4,3160.33,3199.43,3315.94,3399.8,3332.57,3343.55,3357.41,3355.9,3274.98,3147.35,2929.09,2978.29,2981.19,2822.06
GEN,THS_T,LT,1280.049,1330,1339.28,1253,1205.53,1368.98,1353.61,1325.72,1287.37,1260.12,1327.61,1395.1,1313.45,1275.92
GEN,THS_T,LT00,1280,1330,1339,1253,1206,1369,1354,1326,1287,1260,1328,1395,1313,1276
GEN,THS_T,LU,355,346,345,344,338,341,333,323,313,310.89,306.43,291.29,285.21,285.26
GEN,THS_T,LU00,355,346,345,344,338,341,333,323,313,311,306,291,285,285
GEN,THS_T,LV,627,613,721,680,753,752,861,760,716,720.38,695,793,713,642
GEN,THS_T,LV00,627,613,721,680,753,752,861,760,716,720,695,793,713,642
GEN,THS_T,MK,793,787,735,721,726,714,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,MK00,793,787,735,721,726,714,: ,: ,: ,: ,: ,: ,: ,: 
GEN,THS_T,MT,241,247,245,249,268,276,266,253,252,249.72,230.99,214.18,212.11,208.11
GEN,THS_T,MT00,241,247,245,249,268,276,266,253,252,250,231,214,212,208
GEN,THS_T,NL,8841,9202,9478,9485,9737,9868,9920,9762,9768,10161,9885,10018,9831,9768
GEN,THS_T,NL11,338,356,364,363,380,379,386,391,386,410,421,403,403,400
GEN,THS_T,NL12,398,414,421,425,435,440,443,423,419,448,417,429,418,419
GEN,THS_T,NL13,321,328,347,342,347,352,341,350,366,364,350,346,343,337
GEN,THS_T,NL21,580,590,619,619,638,650,656,639,633,658,637,658,634,632
GEN,THS_T,NL22,1394,1434,1472,1454,1491,1529,1533,1515,1507,1178,1143,1183,1164,1154
GEN,THS_T,NL23,194,204,201,198,214,214,219,212,207,223,218,217,209,193
GEN,THS_T,NL31,640,676,693,688,707,717,714,693,705,727,708,733,698,689
GEN,THS_T,NL32,1394,1434,1472,1454,1491,1529,1533,1515,1507,1556,1514,1519,1501,1496
GEN,THS_T,NL33,1792,1866,1912,1932,1984,1984,1970,2004,2001,2017,1967,1982,1986,1972
GEN,THS_T,NL34,251,261,270,270,270,276,281,270,270,295,288,288,276,280
GEN,THS_T,NL41,1346,1419,1470,1472,1498,1523,1546,1493,1497,1607,1567,1575,1526,1504
GEN,THS_T,NL42,553,579,612,619,641,652,655,635,637,678,655,685,673,692
